variable_name,column_number_ttgintt4,source_type,teacher_questionnaire_question,item,section,description,response_scale_or_values,available_idpop,available_files,recommended_cleaning_note
TRWGT54,582,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT55,583,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT56,584,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT57,585,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT58,586,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT59,587,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT60,588,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT61,589,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT62,590,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT63,591,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT64,592,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT65,593,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT66,594,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT67,595,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT68,596,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT69,597,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT70,598,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT71,599,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT72,600,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT73,601,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT74,602,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT75,603,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT76,604,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT77,605,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT78,606,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT79,607,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT80,608,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT81,609,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT82,610,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT83,611,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT84,612,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT85,613,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT86,614,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT87,615,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT88,616,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT89,617,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT90,618,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT91,619,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT92,620,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT93,621,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT94,622,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT95,623,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT96,624,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
TRWGT97,625,replicate weight,,,replicate weight,Teacher replicate weight. Use with TALIS replicate-weight procedures for standard errors.,,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Keep for design-correct standard errors; usually not needed for simple unweighted exploration.
